url,slug,start,end,cover,title,api_id,type,description,tags,privacy,approval
https://www.salesforce.com/events/world-tour/toronto/,https://www.salesforce.com/events/world-tour/toronto/,"June 24, 2025 08:30",,,Agentforce World Tour Toronto,,,"Experience what AI was meant to be at Agentforce World Tour Toronto.
Explore expert-led sessions, demos, and hands-on trainings. Learn how to power personalized data-driven agents that take action and drive results 24/7 across financial services, retail, manufacturing, technology, and more. Experience the latest agent-first innovation for your business live in Toronto. All in one day, all for free.","AI, B2B, GTM (Marketing, Sales, Growth)",Open to the public.,Approved by TTW
https://www.meetup.com/toronto-java-users-group/events/307291751,https://www.meetup.com/toronto-java-users-group/events/307291751,"June 26, 2025 18:30",,,Toronto Java User Group - Agentic RAG with Evaluations and MCP - Dan Dobrin,,,"The Toronto Java User Group (TJUG) is a community-driven meetup for Java developers in the Toronto area. We host monthly events featuring expert talks, hands-on workshops, and networking opportunities covering topics like modern Java frameworks, performance optimization, and best practices. Whether you're a beginner or an experienced developer, TJUG provides a space to learn, share knowledge, and connect with fellow Java practitioners. Join the group to stay up to date with the latest in Java development and grow your skills in a collaborative environment.

Talk Details
Build more capable and reliable AI systems by combining context-aware retrieval-augmented generation (RAG) with agentic decision-making in an enterprise AI platform, all in Java! This session covers everything from architecture, context construction, and model routing to action planning, dynamic retrieval, and recursive reasoning, as well as the implementation of essential guardrails and monitoring systems for safe deployments. Learn about best practices, trade-offs, performance, and advanced techniques like evaluations and model context protocol.

About the venue
Free Times Cafe has bistro-style seating and a full food and drink menu. Please consider helping to support the venue by planning to have supper during the talk.

Presenter Info
Dan Dobrin is an App Architect in Google Cloud, helping customer teams adopt modern cloud-native patterns, practices and technologies. His focus is on GenAI, Vertex, Gemini, CodeAssist, Cloud Run, K8s, Native Java Images, Spring, Event-driven Architectures, Production-readiness and Performance Optimization.

Prior to joining Google Cloud, he has built highly scalable, low-latency, frameworks for technology, security and financial services organizations.

Recent conference talks: Google Cloud Next24, Spring I/O 2024 and Devoxx Belgium 2024",Engineering,Open to the public.,Approved by TTW
https://www.meetup.com/aws-ug-toronto/events/308009163,https://www.meetup.com/aws-ug-toronto/events/308009163,"June 26, 2025 16:00",,,AWS User Group Toronto: Hands-On ML with Amazon Q CLI & Technical Presentation,,,"Join AWS User Group Toronto during Toronto Tech Week for an exciting evening of cloud innovation and AI-powered tooling!

We’ll kick off a hands-on workshop: ""Smarter Way to Work in CLI with Amazon Q Developer."" Learn how to boost your productivity in the terminal using natural language, auto-suggestions, and intelligent AWS integrations, followed by a cloud case study by Rewind on automating restore testing for compliance.

Perfect for developers, cloud builders, and anyone looking to supercharge their CLI workflow.","AI, Engineering, Infrastructure, Deep Tech",Open to the public.,Approved by TTW
https://www.eventbrite.com/e/techfluence-toronto-smarter-communities-start-here-tickets-1355349850889?aff=oddtdtcreator,https://www.eventbrite.com/e/techfluence-toronto-smarter-communities-start-here-tickets-1355349850889?aff=oddtdtcreator,"June 24, 2025 10:00",,,Senior Living Techfluence,,,"Join us at the Society Clubhouse in Toronto for a tech-focused event designed for senior living operators. Hear from leading innovators as they deliver quick, insightful sessions on the latest innovations transforming senior living. Connect, learn, and leave with ideas to elevate your community’s tech strategy.",Healthcare / HealthTech,Open to a specific target audience.,Approved by TTW
https://www.eventbrite.com/e/foundersgap-social-summer-2025-toronto-tech-week-tickets-1383411253299?utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp&aff=ebdsshcopyurl,https://www.eventbrite.com/e/foundersgap-social-summer-2025-toronto-tech-week-tickets-1383411253299?utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp&aff=ebdsshcopyurl,"June 22, 2025 16:00",,,Summer Social Event,,,"An outdoor community gathering to kick off Toronto Tech Week 2025! Join FoundersGap members, sponsors, and friends for an afternoon of networking, light refreshments, and cultural performances. Relax under the summer sky, connect with fellow Iranian- and Persian-heritage entrepreneurs, and discover new partnership opportunities in a welcoming, family-friendly environment.",Open to all industries,Open to the public.,Approved by TTW
https://www.eventbrite.ca/e/world-vitiligo-day-innovation-summit-tickets-1310485059089,https://www.eventbrite.ca/e/world-vitiligo-day-innovation-summit-tickets-1310485059089,"June 25, 2025 07:30",,,2025 World Vitiligo Day Innovation Summit,,,"Vitiligo affects nearly 100 million people worldwide – not just physically, but emotionally and socially too. Today, the conversation is louder and more powerful than ever – and this year, Canada proudly joins the global movement.

World Vitiligo Day is one of the largest health awareness movements in the world, in 2025 its Canadian history. For the very first time, the World Vitiligo Day comes to Toronto, shining a powerful spotlight on vitiligo and the incredible global community behind it.

Hosted by Skinopathy in partnership with the Vitiligo Research Foundation and in collaboration with Vitiligo Voices Canada, this year’s theme, “Innovation for Every Skin” explores how artificial intelligence, medtech, and research are revolutionizing care, access, and equity for people with vitiligo.

Join us learn how you can help those with vitiligo!","Healthcare / HealthTech, AI, Media / Entertainment, Fundraising / Investing, International / Expansion",Open to the public.,Approved by TTW
https://www.eventbrite.ca/e/the-sunset-social-tickets-1353409998739?aff=oddtdtcreator,https://www.eventbrite.ca/e/the-sunset-social-tickets-1353409998739?aff=oddtdtcreator,"June 26, 2025 19:00",,,The Sunset Social,,,"The sun is out and so are we.
Join YEDI (York Entrepreneurship Development Institute) for an evening of connections and conversations at The Sunset Social.
We are officially part of Toronto Tech Week 2025, a weeklong citywide collection of events to connect and celebrate the builders from June 23 → June 27, 2025.
 
Mix and mingle with startups and entrepreneurs from across industries at Arta Gallery while enjoying curated wines, light refreshments, and warm summer energy. 

Whether you're looking to spark new collaborations, expand your circle, or just unwind, this is the perfect opportunity to connect over good food, great wine, and meaningful conversation.","B2B, B2C / Consumer, International / Expansion, Healthcare / HealthTech, GTM (Marketing, Sales, Growth)",Open to the public.,Approved by TTW
https://www.eventbrite.ca/e/breaking-barriers-rethinking-tech-investment-for-startups-tickets-1342867606159?aff=oddtdtcreator,https://www.eventbrite.ca/e/breaking-barriers-rethinking-tech-investment-for-startups-tickets-1342867606159?aff=oddtdtcreator,"June 23, 2025 09:00",,,Breaking Barriers: Rethinking Tech Investment for Startups,,,"This year’s conference reimagines the future of tech investment with dynamic TED-Talk-style sessions from industry leaders challenging outdated funding models. Explore bold investment theses that reflect today’s AI-driven market, from data-powered risk assessment to alternative capital structures like revenue-based financing and strategic venture funds. Learn how investors are adapting to shifting market dynamics, unlocking high-growth opportunities, and fueling the next wave of innovation.

Gain insider insights on scaling startups across borders, navigating capital flows, and leveraging collaborative ecosystems for sustainable growth. This is a must-attend event for founders and investors ready to break through barriers and rethink what’s possible in tech funding.",Fundraising / Investing,Open to the public.,Approved by TTW
https://www.blg.com/en/about-us/events/2025/06/the-future-of-tech-a-place-to-grow-in-canada,https://www.blg.com/en/about-us/events/2025/06/the-future-of-tech-a-place-to-grow-in-canada,"June 24, 2025 15:00",,,The Future of Tech: A Place to Grow in Canada,,,"What does it take for tech companies to scale successfully in Canada?

On June 24, join us for an insightful panel discussion during Toronto Tech Week, in partnership with the Ontario Centre of Innovation (OCI), exploring why Canada is the ideal place for tech companies to grow.

Whether you're looking to scale, collaborate or access new markets, this event will explore the unique advantages of building your business in Canada, highlighting local tech talent, and outlining the policy changes needed to help tech companies succeed.

Hear from Canadian champions of leading tech companies, including:

•	Armen Bakirtzian – Co-Founder & CEO, Intellijoint Surgical Inc.
•	Gillian Holcroft – President & CEO, Green Graphite Technologies
•	Wayne Pommen – Chief Revenue Officer, Affirm
•	Manoj Pundit – Partner, BLG

Let’s build in Ontario and Canada!","AI, FinTech, Fundraising / Investing, International / Expansion, B2B",Open to a specific target audience.,Approved by TTW
https://web.cvent.com/event/7d624db9-3020-423c-ade9-4527886b0fad/summary,https://web.cvent.com/event/7d624db9-3020-423c-ade9-4527886b0fad/summary,"June 26, 2025 15:30",,,Deloitte Ventures Reverse Pitch Event,,,"Join us for this exclusive event as we bring the ecosystem together and foster connections between some of Canada’s most prominent funds and innovative startups, founders, and CEOs from across North America, to drive mutual growth and provide funds with access to cutting-edge technologies and visionary founders, and companies with direct access to meaningful capital. Expect to meet funds and companies at various stages, from Seed & Pre-Seed, all the way to Growth stage.","Fundraising / Investing, GTM (Marketing, Sales, Growth), International / Expansion",Invite-only.,Approved by TTW
https://thec100.typeform.com/to/ZLZ3v8tn,https://thec100.typeform.com/to/ZLZ3v8tn,"June 25, 2025 08:30",,,C100 Programs Workshop with Canadian Founders,,,"As we wrap our annual programming for the year, we are celebrating the success of our amazing Fellows and Growth cohort companies with a graduation event. This event invites program attendees, speakers, mentors, C100 members, and program alumni.","Fundraising / Investing, B2B, B2C / Consumer",Invite-only.,Approved by TTW
https://thec100.typeform.com/to/PQ6eQ9sc,https://thec100.typeform.com/to/PQ6eQ9sc,"June 25, 2025 18:00",,,"An Celebration of Canada’s Boldest Companies, hosted by True, Scotiabank, Operators Guild & C100",,,"As Toronto Tech Week takes over the city, we’re taking it to the rooftop. True, Scotiabank, Operators Guild & C100 are hosting an evening celebrating the 2024 C100 Fellows and Growth Cohort grads—founders and leaders building Canada's best tech companies.

Expect great food, summer cocktails, and opportunities to connect with the best in the Canadian tech ecosystem. 
","Fundraising / Investing, B2B, B2C / Consumer, HR / Hiring, Growth)",Invite-only.,Approved by TTW
https://scaling-infrastructure-event.splashthat.com/,https://scaling-infrastructure-event.splashthat.com/,"June 25, 2025 17:30",,,"On-Prem, Cloud, and Multicloud: Decision Criteria in Scaling Infrastructure",,,"Scaling infrastructure means bigger challenges. How do you choose what's best for your business?

Join fellow technologists as they share insights and real-world experiences with on-prem, cloud, and multicloud environments. Connect, network, and discover fresh perspectives on optimizing your infrastructure.

What to expect:

- Exclusive insights from technologists who've tackled large-scale infrastructure 
- Moderated session highlighting key takeaways, trade-offs, and innovations 
- Unfiltered networking with senior leaders in tech ops, engineering, SRE, production, DevOps, and more 
- Complimentary food and beverages 

Whether you're focused on performance optimization, infrastructure scaling, or next-gen strategies, don’t miss this opportunity to exchange ideas and grow your network.","AI, Engineering, Infrastructure, Deep Tech",Open to attendee applications.,Approved by TTW
https://lu.ma/zpph5ggm,zpph5ggm,2025-06-26T17:30:00.000Z,2025-06-26T20:00:00.000Z,https://images.lumacdn.com/event-covers/0d/856509d4-6fb0-4b07-96fb-18b49d2b3bf5.png,The Founder Mindset: NEXT Canada Class with Reza Satchu & Josh Domingues,evt-C6yTtinH3tCou9z,event,"Join us for an exclusive behind-the-scenes look at Canada's premiere founder development program in action featuring demos from the 2025 cohorts and one of our ""Founder Mindset"" classes with NEXT Canada Founding Chairman, Reza Satchu & Guest Speaker, Josh Domingues, Founder & Chairman of Flashfood.","Open to all industries, AI, B2B, Deep Tech, ""GTM (Marketing, Sales, Growth)""",Open to the public.,Approved by TTW
https://lu.ma/zk1pls74,zk1pls74,2025-06-25T20:00:00.000Z,2025-06-25T23:00:00.000Z,https://images.lumacdn.com/event-covers/za/061369d9-1038-43c5-b480-10616c2066af.png,Tech Money Smarts: Rooftop Grill & Chill,evt-JAI5dKryIkw62rm,event,"KEEP MORE OF WHAT YOU EARN: Discover how to optimize your tech compensation and avoid mistakes that cost you thousands of dollars each year.

If you work at Canadian or US tech companies, including feisty start-ups, this event is for you.

​Here’s what to expect

​Rooftop Vibes: Enjoy the sunshine with an ice-cold bevvie and Steak BBQ courtesy of STEAK HOME. Chill to a reggae set by DJ Brian Asha.

​​Network: Connect with tech-focused financial advisors who specialize in RSUs, stock options, and tax optimization.

​​Questions Answered: How do I keep more of what I earn? How can I reduce tax liabilities and minimize fees? How should I diversify my tech stocks?

​​“Tech compensation is complex and tech pros face unique challenges optimizing their plans,” says Mike Masotti, partner at Novel Wealth. “This unique event gives you access to leading experts in tech compensation to get answers to your questions in a casual setting.”

===  

​Kick back with BBQ steaks, cold beer and wine, and rooftop reggae vibes at Novel Wealth’s “Debug Your Finances” Open House in Roncesvalles Village.

===

​Getting here: Close to UP EXPRESS train to Union Station. Close to Dundas West Subway. Steps to Dundas & College streetcars. UP gets you downtown in 10 minutes.

===

​​It is a rooftop, so space is limited. Register today!

​We are officially part of Toronto Tech Week 2025, a weeklong citywide collection of events to connect and celebrate the builders. June 23 → June 27, 2025 | torontotechweek.com.","FinTech, B2C / Consumer, HR / Hiring, GTM (Marketing, Sales, Growth)",Open to the public.,Approved by TTW
https://lu.ma/zdmv09wa,zdmv09wa,2025-06-24T11:30:00.000Z,2025-06-26T23:00:00.000Z,https://images.lumacdn.com/event-covers/51/d4df1376-cde0-4e6c-9095-7d5a34f81111.png,HackTheBrain,evt-YZJvryyrsCxXtS2,event,"Hack the Brainis a hackathon initiative founded in 2025 as part of ComUnity Canada in collaboration with Google, Google Developer Groups (GDG), and Toronto Tech Week. It is designed for both tech enthusiasts and individuals from tech/business and other backgrounds who are passionate about creating real-world impact through innovation.  

This event brings together diverse minds to collaborate, solve problems, and showcase projects that matter. Whether you are a developer, entrepreneur, designer, or strategist,  Hack the Brain offers a space to build meaningful solutions in an exciting and supportive environment.  

Our goal is to foster collaboration, encourage creative thinking, and empower individuals to turn their skills into action.

We are officially part of Toronto Tech Week 2025, a weeklong citywide collection of events to connect and celebrate the builders. June 23 → June 27, 2025 | torontotechweek.com","AI, FinTech",Open to attendee applications.,Approved by TTW
https://lu.ma/z55m8mcm,z55m8mcm,2025-06-23T22:00:00.000Z,2025-06-24T01:00:00.000Z,https://images.lumacdn.com/event-covers/vj/0d501330-5ba8-41d6-aeca-33708eb238e4.jpg,Being Online workshop,evt-CvwMAOunWc3PFyS,event,"​Many people are turned off by the prospect of using social media to achieve personal or professional goals. Whether it's the tone of the online arena or the act of reducing oneself to an abstracted profile, it can be an unpleasant and alienating space to occupy. 

​Being Online is a response to this aversion, a workshop on translating self-reflection into an online persona that feels genuine, maintains itself, and results in real world achievements. It is not a session about maximizing impressions, gaining followers, or gaming algorithms. Instead participants will be exploring how their personal goals and strategies can translate into tactics that feel natural and resonate with people on a genuine level. Among the topics we'll cover are: the concept of self as explored by philosophers and graphic novelists, the use of classical rhetorical strategies in 280 characters or less, and case studies on successful real world applications. 

​About the speaker
Dan Seljak is a marketing professional who has been working in the ""built environment"" for the past decade. Between helping architects, landscape designers and planners win work, his multi-media project Another Glass Box serves as an outlet for his more civic-oriented projects. His focus is on getting people excited about participating in civic life and restoring agency to citizen actors by delivering clear, informative, and (hopefully) fun messaging about how to engage communities and municipalities.","Creators, Climate, UX / Design",Open to the public.,Approved by TTW
https://lu.ma/z38ywj8m,z38ywj8m,2025-06-26T14:00:00.000Z,2025-06-26T22:00:00.000Z,https://images.lumacdn.com/event-covers/nq/fd8406bc-2c91-429b-805c-819e9f774214.jpg,"Tech for Canada: Leadership (Growth, Partnerships & More): CEOs, COOs",evt-BHGXfiHXMkxIb4F,event,"Since the pandemic in Canada, more executive leaders have retired than ever before, under the age of 60. Mentorship opportunities have been lost and new cultures of career track advancement must be developed, as well as peer networks amongst leaders.

This programme aims to soundboard solutions for the top decision makers in corporations of all sizes; Chief Executive Officers and Chief Operating Officers.

Meet other CEOs and COOs and engage in peer discussion that might yeild insights to help your work.

--
Join us at StartWell (https://startwell.co) for a gathering of Canadian business leaders during the 2025 Toronto Tech Week.

Gain insight from industry experts across the innovation economy and inform your approach to leveraging the power of emerging technology in your business. 

This 5 day conference can be attended on a per-day basis or for the entire week. Each day is a single track focused on marketing,  revenue/sales, finance, leadership and growth, plus human resources (people & culture.)

More info: https://startwell.co/pages/tech-for-canada-conference-2025","GTM (Marketing, Sales, Growth), Fundraising / Investing, B2B, International / Expansion",Open to a specific target audience.,Approved by TTW
https://lu.ma/yppxgg8e,yppxgg8e,2025-06-25T22:00:00.000Z,2025-06-26T00:30:00.000Z,https://images.lumacdn.com/event-covers/1l/a8c01b89-706e-433b-ba09-47f68ab0bbc2.png,Founders x Funders x Futures: The Mixer: LevelUp Society,evt-0jdle2kP6G5tEPk,event,"
Founders X Funders X Futures: The Mixer by Level Up Society is an exclusive gathering designed to connect Toronto’s leading founders, visionary investors, and future-focused builders.

Hosted at the Reverie Hotel in downtown Toronto, the event moves away from formal panels and presentations, instead creating an environment for authentic, high-energy conversations. Founders will have the opportunity to share ideas in casual settings, investors will engage directly with emerging talent, and entrepreneurs and innovators will collaborate on new possibilities.

The evening is structured to spark genuine relationships, spontaneous collaborations, and bold discussions about the future of tech, business, and innovation. Attendance is intentionally limited to maintain the quality of connections and ensure a vibrant, engaged atmosphere.
","AI, B2B, Deep Tech, Fundraising / Investing, FinTech",Open to the public.,Approved by TTW
https://lu.ma/yi28ychf,yi28ychf,2025-06-24T21:00:00.000Z,2025-06-24T23:00:00.000Z,https://images.lumacdn.com/event-covers/h9/14f7d607-89c0-4f0b-933e-8e44cd006278.png,FRAMEWORK Happy Hour,evt-xepzgfElWv0ngsg,event,"Join us for a happy hour designed to bring together early-stage founders and investors (Pre-Seed/Seed/Series A). Enjoy cocktails with fellow innovators, where you can discuss the latest trends, exchange ideas, and build valuable relationships. We look forward to seeing you there!","AI, B2B, FinTech, Fundraising / Investing",Invite-only.,Approved by TTW
https://lu.ma/yi09sq6b,yi09sq6b,2025-06-25T17:00:00.000Z,2025-06-25T19:00:00.000Z,https://images.lumacdn.com/event-covers/qy/1b486a37-efde-4140-894e-84efd0a9f4d4.png,Market Overview - InsurTech @ TechTO HQ,evt-RgSKwIrBv6VT5OE,event,"​Dive into the evolving world of InsurTech with a 2-hour market overview that explores how technology is reshaping the insurance industry. This session will highlight the key trends, emerging startups, and investment opportunities transforming the sector. Led by industry experts and innovators, the discussion will provide a comprehensive outlook on where the market is heading and how insurers, startups, and investors can stay competitive in an increasingly digital and customer-centric landscape.","Open to all industries, Fundraising / Investing, Creators",Open to attendee applications.,Approved by TTW
https://lu.ma/yfw2xghu,yfw2xghu,2025-06-26T22:00:00.000Z,2025-06-27T00:30:00.000Z,https://images.lumacdn.com/event-covers/8d/4e1681ba-db41-4a93-84d1-d16ef6d0906e.png,Building Our Future in AI Together: The Latin@ Way Meetup,evt-x3VEpnAbImEyd8A,event,"What to Expect
Networking with Purpose:
 Start the night with refreshments and speed networking to build connections and spark ideas.


Inspiring Stories:
 Hear from 2-3 Latin@ leaders who have transitioned into AI, sharing real stories of challenges, lessons learned, and success.


Breakout Jam: “What Should We Build?”
 Roll up your sleeves in small groups focused on:

Representation & Leadership

Access & Education


Collaboration & Culture
Pitch your best ideas, solve challenges, and dream big—together!


Skills & Mini-Challenges:
 Get hands-on with guided mini-challenges using AI tools (like generating images, writing with AI, or building your resume). No experience required!


Panel: Where Do I Go From Here?
 Leave with concrete next steps—learn about free resources (Spanish & English), bootcamps, job opportunities, mentorship, and local community channels.


Showcase:
 Spotlight on Latino-led AI projects and initiatives shaping Canadian tech.


Community Building:
 Finish the evening with networking and an invitation to join our growing LinkedIn group and upcoming gatherings.


Who Should Attend?
Latin@s and allies interested in AI, data, or tech—at any stage of their journey
Students and professionals exploring new paths
Community organizers, mentors, and educators
Anyone excited to build a more inclusive and innovative future


Our Vision
We imagine a future where the Latin@ community is at the forefront of AI innovation and leadership—achieved through collaborative networks, inclusive education, and equitable opportunities. By coming together, we open doors not just for ourselves but for the next generation of diverse leaders in tech.
Reserve your spot and help us build the future of AI—together!
","AI, Deep Tech, Cybersecurity, Crypto / Web3, Creators",Open to the public.,Approved by TTW
https://lu.ma/ydifo9yr,ydifo9yr,2025-06-25T20:00:00.000Z,2025-06-26T00:00:00.000Z,https://images.lumacdn.com/event-covers/0s/b6830be5-fe62-42ca-9613-cb0797635e4a.png,Business Intelligence in Action: Hands-on Microsoft Power BI Clinic,evt-M1tbCfYIsCWnDCD,event,"Join us for PRAKTIKAI’s first hands-on workshop with our Power BI Clinic. Open to practitioners in business intelligence of all skill levels, from beginners to seasoned users.

​In this 2-hour session, we’ll introduce the essential features of Power BI and quickly move on to the theoretical backing for good data visualization and dashboard design and then go hands-on with to build a dashboard from scratch.

​We’ll also have time allotted at the end of the workshop for Q&A and 1-1 work in the clinic portion. Come with questions or your own business intelligence questions and let us help you level up your Power BI skills.

​Agenda:
​🎬 Introduction & Overview (20 minutes): Background on Power BI, evolution of the platform, market positioning, core capabilities
​📊 Visualization Fundamentals (30 minutes): Learn about best practices for designing clear, effective, and informative visuals
​⚒️ Power BI – Hands-on (40 minutes): Step-by-step guidance on creating your own dashboard, from importing data to setting up measures and creating visualizations using an example industry dataset (30 minutes)
​🩺 Q&A & Power BI Clinic (30 minutes): Clear your doubts and discuss challenges with us and other users, live and in-person. Apply what you've learned by working on a project of your choice or building on our example dashboard.

​Who Should Attend:
- This workshop is suitable for practitioners of all skill levels, and even those completely new to Power BI wishing to learn:
- ​Beginners in data and analytics wanting to get started with Power BI
- ​Intermediate users looking to refine their skills and design best-in-class dashboards
- ​Professionals who manage or analyze data as part of their role

​About the presenters:
You can learn more about PRAKTIKAI and your presenters here: https://www.praktikai.com/company

​Technical Requirements:
To join this workshop, attendees must have Power BI installed on their device. The workshop will be conducted entirely within the Power BI platform. You can download an install the latest version of Power BI here: microsoft.com/en-us/power-platform/products/power-bi/downloads

​Contact Us: For any questions prior to the event, please reach out directly via the event form or at via email at contact at PRAKTIKAI dot com.","AI, Open to all industries",Open to the public.,Approved by TTW
